gid_code,level,name,parent_gid_code
USA.11.52_1,2,Elbert,USA.11_1
USA.11.53_1,2,Emanuel,USA.11_1
USA.11.54_1,2,Evans,USA.11_1
USA.11.55_1,2,Fannin,USA.11_1
USA.11.56_1,2,Fayette,USA.11_1
USA.11.57_1,2,Floyd,USA.11_1
USA.11.58_1,2,Forsyth,USA.11_1
USA.11.59_1,2,Franklin,USA.11_1
USA.11.60_1,2,Fulton,USA.11_1
USA.11.61_1,2,Gilmer,USA.11_1
USA.11.62_1,2,Glascock,USA.11_1
USA.11.63_1,2,Glynn,USA.11_1
USA.11.64_1,2,Gordon,USA.11_1
USA.11.65_1,2,Grady,USA.11_1
USA.11.66_1,2,Greene,USA.11_1
USA.11.67_1,2,Gwinnett,USA.11_1
USA.11.68_1,2,Habersham,USA.11_1
USA.11.69_1,2,Hall,USA.11_1
USA.11.70_1,2,Hancock,USA.11_1
USA.11.71_1,2,Haralson,USA.11_1
USA.11.72_1,2,Harris,USA.11_1
USA.11.73_1,2,Hart,USA.11_1
USA.11.74_1,2,Heard,USA.11_1
USA.11.75_1,2,Henry,USA.11_1
USA.11.76_1,2,Houston,USA.11_1
USA.11.77_1,2,Irwin,USA.11_1
USA.11.78_1,2,Jackson,USA.11_1
USA.11.79_1,2,Jasper,USA.11_1
USA.11.80_1,2,Jeff Davis,USA.11_1
USA.11.81_1,2,Jefferson,USA.11_1
USA.11.82_1,2,Jenkins,USA.11_1
USA.11.83_1,2,Johnson,USA.11_1
USA.11.84_1,2,Jones,USA.11_1
USA.11.85_1,2,Lamar,USA.11_1
USA.11.86_1,2,Lanier,USA.11_1
USA.11.87_1,2,Laurens,USA.11_1
USA.11.88_1,2,Lee,USA.11_1
USA.11.89_1,2,Liberty,USA.11_1
USA.11.90_1,2,Lincoln,USA.11_1
USA.11.91_1,2,Long,USA.11_1
USA.11.92_1,2,Lowndes,USA.11_1
USA.11.93_1,2,Lumpkin,USA.11_1
USA.11.94_1,2,Macon,USA.11_1
USA.11.95_1,2,Madison,USA.11_1
USA.11.96_1,2,Marion,USA.11_1
USA.11.97_1,2,McDuffie,USA.11_1
USA.11.98_1,2,McIntosh,USA.11_1
USA.11.99_1,2,Meriwether,USA.11_1
USA.11.100_1,2,Miller,USA.11_1
USA.11.101_1,2,Mitchell,USA.11_1
USA.11.102_1,2,Monroe,USA.11_1
USA.11.103_1,2,Montgomery,USA.11_1
USA.11.104_1,2,Morgan,USA.11_1
USA.11.105_1,2,Murray,USA.11_1
USA.11.106_1,2,Muscogee,USA.11_1
USA.11.107_1,2,Newton,USA.11_1
USA.11.108_1,2,Oconee,USA.11_1
USA.11.109_1,2,Oglethorpe,USA.11_1
USA.11.110_1,2,Paulding,USA.11_1
USA.11.111_1,2,Peach,USA.11_1
USA.11.112_1,2,Pickens,USA.11_1
USA.11.113_1,2,Pierce,USA.11_1
USA.11.114_1,2,Pike,USA.11_1
USA.11.115_1,2,Polk,USA.11_1
USA.11.116_1,2,Pulaski,USA.11_1
USA.11.117_1,2,Putnam,USA.11_1
USA.11.118_1,2,Quitman,USA.11_1
USA.11.119_1,2,Rabun,USA.11_1
USA.11.120_1,2,Randolph,USA.11_1
USA.11.121_1,2,Richmond,USA.11_1
USA.11.122_1,2,Rockdale,USA.11_1
USA.11.123_1,2,Schley,USA.11_1
USA.11.124_1,2,Screven,USA.11_1
USA.11.125_1,2,Seminole,USA.11_1
USA.11.126_1,2,Spalding,USA.11_1
USA.11.127_1,2,Stephens,USA.11_1
USA.11.128_1,2,Stewart,USA.11_1
USA.11.129_1,2,Sumter,USA.11_1
USA.11.130_1,2,Talbot,USA.11_1
USA.11.131_1,2,Taliaferro,USA.11_1
USA.11.132_1,2,Tattnall,USA.11_1
USA.11.133_1,2,Taylor,USA.11_1
USA.11.134_1,2,Telfair,USA.11_1
USA.11.135_1,2,Terrell,USA.11_1
USA.11.136_1,2,Thomas,USA.11_1
USA.11.137_1,2,Tift,USA.11_1
USA.11.138_1,2,Toombs,USA.11_1
USA.11.139_1,2,Towns,USA.11_1
USA.11.140_1,2,Treutlen,USA.11_1
USA.11.141_1,2,Troup,USA.11_1
USA.11.142_1,2,Turner,USA.11_1
USA.11.143_1,2,Twiggs,USA.11_1
USA.11.144_1,2,Union,USA.11_1
USA.11.145_1,2,Upson,USA.11_1
USA.11.146_1,2,Walker,USA.11_1
USA.11.147_1,2,Walton,USA.11_1
USA.11.148_1,2,Ware,USA.11_1
USA.11.149_1,2,Warren,USA.11_1
USA.11.150_1,2,Washington,USA.11_1
USA.11.151_1,2,Wayne,USA.11_1
USA.11.152_1,2,Webster,USA.11_1
USA.11.153_1,2,Wheeler,USA.11_1
USA.11.154_1,2,White,USA.11_1
USA.11.155_1,2,Whitfield,USA.11_1
USA.11.156_1,2,Wilcox,USA.11_1
USA.11.157_1,2,Wilkes,USA.11_1
USA.11.158_1,2,Wilkinson,USA.11_1
USA.11.159_1,2,Worth,USA.11_1
USA.12.1_1,2,Hawaii,USA.12_1
USA.12.2_1,2,Honolulu,USA.12_1
USA.12.3_1,2,Kalawao,USA.12_1
USA.12.4_1,2,Kauai,USA.12_1
USA.12.5_1,2,Maui,USA.12_1
USA.13.1_1,2,Ada,USA.13_1
USA.13.2_1,2,Adams,USA.13_1
USA.13.3_1,2,Bannock,USA.13_1
USA.13.4_1,2,Bear Lake,USA.13_1
USA.13.5_1,2,Benewah,USA.13_1
USA.13.6_1,2,Bingham,USA.13_1
USA.13.7_1,2,Blaine,USA.13_1
USA.13.8_1,2,Boise,USA.13_1
USA.13.9_1,2,Bonner,USA.13_1
USA.13.10_1,2,Bonneville,USA.13_1
USA.13.11_1,2,Boundary,USA.13_1
USA.13.12_1,2,Butte,USA.13_1
USA.13.13_1,2,Camas,USA.13_1
USA.13.14_1,2,Canyon,USA.13_1
USA.13.15_1,2,Caribou,USA.13_1
USA.13.16_1,2,Cassia,USA.13_1
USA.13.17_1,2,Clark,USA.13_1
USA.13.18_1,2,Clearwater,USA.13_1
USA.13.19_1,2,Custer,USA.13_1
USA.13.20_1,2,Elmore,USA.13_1
USA.13.21_1,2,Franklin,USA.13_1
USA.13.22_1,2,Fremont,USA.13_1
USA.13.23_1,2,Gem,USA.13_1
USA.13.24_1,2,Gooding,USA.13_1
USA.13.25_1,2,Idaho,USA.13_1
USA.13.26_1,2,Jefferson,USA.13_1
USA.13.27_1,2,Jerome,USA.13_1
USA.13.28_1,2,Kootenai,USA.13_1
USA.13.29_1,2,Latah,USA.13_1
USA.13.30_1,2,Lemhi,USA.13_1
USA.13.31_1,2,Lewis,USA.13_1
USA.13.32_1,2,Lincoln,USA.13_1
USA.13.33_1,2,Madison,USA.13_1
USA.13.34_1,2,Minidoka,USA.13_1
USA.13.35_1,2,Nez Perce,USA.13_1
USA.13.36_1,2,Oneida,USA.13_1
USA.13.37_1,2,Owyhee,USA.13_1
USA.13.38_1,2,Payette,USA.13_1
USA.13.39_1,2,Power,USA.13_1
USA.13.40_1,2,Shoshone,USA.13_1
USA.13.41_1,2,Teton,USA.13_1
USA.13.42_1,2,Twin Falls,USA.13_1
USA.13.43_1,2,Valley,USA.13_1
USA.13.44_1,2,Washington,USA.13_1
USA.14.1_1,2,Adams,USA.14_1
USA.14.2_1,2,Alexander,USA.14_1
USA.14.3_1,2,Bond,USA.14_1
USA.14.4_1,2,Boone,USA.14_1
USA.14.5_1,2,Brown,USA.14_1
USA.14.6_1,2,Bureau,USA.14_1
USA.14.7_1,2,Calhoun,USA.14_1
USA.14.8_1,2,Carroll,USA.14_1
USA.14.9_1,2,Cass,USA.14_1
USA.14.10_1,2,Champaign,USA.14_1
USA.14.11_1,2,Christian,USA.14_1
USA.14.12_1,2,Clark,USA.14_1
USA.14.13_1,2,Clay,USA.14_1
USA.14.14_1,2,Clinton,USA.14_1
USA.14.15_1,2,Coles,USA.14_1
USA.14.16_1,2,Cook,USA.14_1
USA.14.17_1,2,Crawford,USA.14_1
USA.14.18_1,2,Cumberland,USA.14_1
USA.14.19_1,2,De Kalb,USA.14_1
USA.14.20_1,2,De Witt,USA.14_1
USA.14.21_1,2,Douglas,USA.14_1
USA.14.22_1,2,Dupage,USA.14_1
USA.14.23_1,2,Edgar,USA.14_1
USA.14.24_1,2,Edwards,USA.14_1
USA.14.25_1,2,Effingham,USA.14_1
USA.14.26_1,2,Fayette,USA.14_1
USA.14.27_1,2,Ford,USA.14_1
USA.14.28_1,2,Franklin,USA.14_1
USA.14.29_1,2,Fulton,USA.14_1
USA.14.30_1,2,Gallatin,USA.14_1
USA.14.31_1,2,Greene,USA.14_1
USA.14.32_1,2,Grundy,USA.14_1
USA.14.33_1,2,Hamilton,USA.14_1
USA.14.34_1,2,Hancock,USA.14_1
USA.14.35_1,2,Hardin,USA.14_1
USA.14.36_1,2,Henderson,USA.14_1
USA.14.37_1,2,Henry,USA.14_1
USA.14.38_1,2,Iroquois,USA.14_1
USA.14.39_1,2,Jackson,USA.14_1
USA.14.40_1,2,Jasper,USA.14_1
USA.14.41_1,2,Jefferson,USA.14_1
USA.14.42_1,2,Jersey,USA.14_1
USA.14.43_1,2,Jo Daviess,USA.14_1
USA.14.44_1,2,Johnson,USA.14_1
USA.14.45_1,2,Kane,USA.14_1
USA.14.46_1,2,Kankakee,USA.14_1
USA.14.47_1,2,Kendall,USA.14_1
USA.14.48_1,2,Knox,USA.14_1
USA.14.49_1,2,La Salle,USA.14_1
USA.14.50_1,2,Lake,USA.14_1
USA.14.51_1,2,Lake Michigan,USA.14_1
USA.14.52_1,2,Lawrence,USA.14_1
USA.14.53_1,2,Lee,USA.14_1
USA.14.54_1,2,Livingston,USA.14_1
USA.14.55_1,2,Logan,USA.14_1
USA.14.56_1,2,Macon,USA.14_1
USA.14.57_1,2,Macoupin,USA.14_1
USA.14.58_1,2,Madison,USA.14_1
USA.14.59_1,2,Marion,USA.14_1
USA.14.60_1,2,Marshall,USA.14_1
USA.14.61_1,2,Mason,USA.14_1
USA.14.62_1,2,Massac,USA.14_1
USA.14.63_1,2,McDonough,USA.14_1
USA.14.64_1,2,McHenry,USA.14_1
USA.14.65_1,2,McLean,USA.14_1
USA.14.66_1,2,Menard,USA.14_1
USA.14.67_1,2,Mercer,USA.14_1
USA.14.68_1,2,Monroe,USA.14_1
USA.14.69_1,2,Montgomery,USA.14_1
USA.14.70_1,2,Morgan,USA.14_1
USA.14.71_1,2,Moultrie,USA.14_1
USA.14.72_1,2,Ogle,USA.14_1
USA.14.73_1,2,Peoria,USA.14_1
USA.14.74_1,2,Perry,USA.14_1
USA.14.75_1,2,Piatt,USA.14_1
USA.14.76_1,2,Pike,USA.14_1
USA.14.77_1,2,Pope,USA.14_1
USA.14.78_1,2,Pulaski,USA.14_1
USA.14.79_1,2,Putnam,USA.14_1
USA.14.80_1,2,Randolph,USA.14_1
USA.14.81_1,2,Richland,USA.14_1
USA.14.82_1,2,Rock Island,USA.14_1
USA.14.83_1,2,Saint Clair,USA.14_1
USA.14.84_1,2,Saline,USA.14_1
USA.14.85_1,2,Sangamon,USA.14_1
USA.14.86_1,2,Schuyler,USA.14_1
USA.14.87_1,2,Scott,USA.14_1
USA.14.88_1,2,Shelby,USA.14_1
USA.14.89_1,2,Stark,USA.14_1
USA.14.90_1,2,Stephenson,USA.14_1
USA.14.91_1,2,Tazewell,USA.14_1
USA.14.92_1,2,Union,USA.14_1
USA.14.93_1,2,Vermilion,USA.14_1
USA.14.94_1,2,Wabash,USA.14_1
USA.14.95_1,2,Warren,USA.14_1
USA.14.96_1,2,Washington,USA.14_1
USA.14.97_1,2,Wayne,USA.14_1
USA.14.98_1,2,White,USA.14_1
USA.14.99_1,2,Whiteside,USA.14_1
USA.14.100_1,2,Will,USA.14_1
USA.14.101_1,2,Williamson,USA.14_1
USA.14.102_1,2,Winnebago,USA.14_1
USA.14.103_1,2,Woodford,USA.14_1
USA.15.1_1,2,Adams,USA.15_1
USA.15.2_1,2,Allen,USA.15_1
USA.15.3_1,2,Bartholomew,USA.15_1
USA.15.4_1,2,Benton,USA.15_1
USA.15.5_1,2,Blackford,USA.15_1
USA.15.6_1,2,Boone,USA.15_1
USA.15.7_1,2,Brown,USA.15_1
USA.15.8_1,2,Carroll,USA.15_1
USA.15.9_1,2,Cass,USA.15_1
USA.15.10_1,2,Clark,USA.15_1
USA.15.11_1,2,Clay,USA.15_1
USA.15.12_1,2,Clinton,USA.15_1
USA.15.13_1,2,Crawford,USA.15_1
USA.15.14_1,2,Daviess,USA.15_1
USA.15.15_1,2,De Kalb,USA.15_1
USA.15.16_1,2,Dearborn,USA.15_1
USA.15.17_1,2,Decatur,USA.15_1
USA.15.18_1,2,Delaware,USA.15_1
USA.15.19_1,2,Dubois,USA.15_1
USA.15.20_1,2,Elkhart,USA.15_1
USA.15.21_1,2,Fayette,USA.15_1
USA.15.22_1,2,Floyd,USA.15_1
USA.15.23_1,2,Fountain,USA.15_1
USA.15.24_1,2,Franklin,USA.15_1
USA.15.25_1,2,Fulton,USA.15_1
USA.15.26_1,2,Gibson,USA.15_1
USA.15.27_1,2,Grant,USA.15_1
USA.15.28_1,2,Greene,USA.15_1
USA.15.29_1,2,Hamilton,USA.15_1
USA.15.30_1,2,Hancock,USA.15_1
USA.15.31_1,2,Harrison,USA.15_1
USA.15.32_1,2,Hendricks,USA.15_1
USA.15.33_1,2,Henry,USA.15_1
USA.15.34_1,2,Howard,USA.15_1
USA.15.35_1,2,Huntington,USA.15_1
USA.15.36_1,2,Jackson,USA.15_1
USA.15.37_1,2,Jasper,USA.15_1
USA.15.38_1,2,Jay,USA.15_1
USA.15.39_1,2,Jefferson,USA.15_1
USA.15.40_1,2,Jennings,USA.15_1
USA.15.41_1,2,Johnson,USA.15_1
USA.15.42_1,2,Knox,USA.15_1
USA.15.43_1,2,Kosciusko,USA.15_1
USA.15.44_1,2,LaGrange,USA.15_1
USA.15.45_1,2,Lake,USA.15_1
USA.15.46_1,2,Lake Michigan,USA.15_1
USA.15.47_1,2,LaPorte,USA.15_1
USA.15.48_1,2,Lawrence,USA.15_1
USA.15.49_1,2,Madison,USA.15_1
USA.15.50_1,2,Marion,USA.15_1
USA.15.51_1,2,Marshall,USA.15_1
USA.15.52_1,2,Martin,USA.15_1
USA.15.53_1,2,Miami,USA.15_1
USA.15.54_1,2,Monroe,USA.15_1
USA.15.55_1,2,Montgomery,USA.15_1
USA.15.56_1,2,Morgan,USA.15_1
USA.15.57_1,2,Newton,USA.15_1
USA.15.58_1,2,Noble,USA.15_1
USA.15.59_1,2,Ohio,USA.15_1
USA.15.60_1,2,Orange,USA.15_1
USA.15.61_1,2,Owen,USA.15_1
USA.15.62_1,2,Parke,USA.15_1
USA.15.63_1,2,Perry,USA.15_1
USA.15.64_1,2,Pike,USA.15_1
USA.15.65_1,2,Porter,USA.15_1
USA.15.66_1,2,Posey,USA.15_1
USA.15.67_1,2,Pulaski,USA.15_1
USA.15.68_1,2,Putnam,USA.15_1
USA.15.69_1,2,Randolph,USA.15_1
USA.15.70_1,2,Ripley,USA.15_1
USA.15.71_1,2,Rush,USA.15_1
USA.15.72_1,2,Saint Joseph,USA.15_1
USA.15.73_1,2,Scott,USA.15_1
USA.15.74_1,2,Shelby,USA.15_1
USA.15.75_1,2,Spencer,USA.15_1
USA.15.76_1,2,Starke,USA.15_1
USA.15.77_1,2,Steuben,USA.15_1
USA.15.78_1,2,Sullivan,USA.15_1
USA.15.79_1,2,Switzerland,USA.15_1
USA.15.80_1,2,Tippecanoe,USA.15_1
USA.15.81_1,2,Tipton,USA.15_1
USA.15.82_1,2,Union,USA.15_1
USA.15.83_1,2,Vanderburgh,USA.15_1
USA.15.84_1,2,Vermillion,USA.15_1
USA.15.85_1,2,Vigo,USA.15_1
USA.15.86_1,2,Wabash,USA.15_1
USA.15.87_1,2,Warren,USA.15_1
USA.15.88_1,2,Warrick,USA.15_1
USA.15.89_1,2,Washington,USA.15_1
USA.15.90_1,2,Wayne,USA.15_1
USA.15.91_1,2,Wells,USA.15_1
USA.15.92_1,2,White,USA.15_1
USA.15.93_1,2,Whitley,USA.15_1
USA.16.1_1,2,Adair,USA.16_1
USA.16.2_1,2,Adams,USA.16_1
USA.16.3_1,2,Allamakee,USA.16_1
USA.16.4_1,2,Appanoose,USA.16_1
USA.16.5_1,2,Audubon,USA.16_1
USA.16.6_1,2,Benton,USA.16_1
USA.16.7_1,2,Black Hawk,USA.16_1
USA.16.8_1,2,Boone,USA.16_1
USA.16.9_1,2,Bremer,USA.16_1
USA.16.10_1,2,Buchanan,USA.16_1
USA.16.11_1,2,Buena Vista,USA.16_1
USA.16.12_1,2,Butler,USA.16_1
USA.16.13_1,2,Calhoun,USA.16_1
USA.16.14_1,2,Carroll,USA.16_1
USA.16.15_1,2,Cass,USA.16_1
USA.16.16_1,2,Cedar,USA.16_1
USA.16.17_1,2,Cerro Gordo,USA.16_1
USA.16.18_1,2,Cherokee,USA.16_1
USA.16.19_1,2,Chickasaw,USA.16_1
USA.16.20_1,2,Clarke,USA.16_1
USA.16.21_1,2,Clay,USA.16_1
USA.16.22_1,2,Clayton,USA.16_1
USA.16.23_1,2,Clinton,USA.16_1
USA.16.24_1,2,Crawford,USA.16_1
USA.16.25_1,2,Dallas,USA.16_1
USA.16.26_1,2,Davis,USA.16_1
USA.16.27_1,2,Decatur,USA.16_1
USA.16.28_1,2,Delaware,USA.16_1
USA.16.29_1,2,Des Moines,USA.16_1
USA.16.30_1,2,Dickinson,USA.16_1
USA.16.31_1,2,Dubuque,USA.16_1
USA.16.32_1,2,Emmet,USA.16_1
USA.16.33_1,2,Fayette,USA.16_1
USA.16.34_1,2,Floyd,USA.16_1
USA.16.35_1,2,Franklin,USA.16_1
USA.16.36_1,2,Fremont,USA.16_1
USA.16.37_1,2,Greene,USA.16_1
USA.16.38_1,2,Grundy,USA.16_1
USA.16.39_1,2,Guthrie,USA.16_1
USA.16.40_1,2,Hamilton,USA.16_1
USA.16.41_1,2,Hancock,USA.16_1
USA.16.42_1,2,Hardin,USA.16_1
USA.16.43_1,2,Harrison,USA.16_1
USA.16.44_1,2,Henry,USA.16_1
USA.16.45_1,2,Howard,USA.16_1
USA.16.46_1,2,Humboldt,USA.16_1
USA.16.47_1,2,Ida,USA.16_1
USA.16.48_1,2,Iowa,USA.16_1
USA.16.49_1,2,Jackson,USA.16_1
USA.16.50_1,2,Jasper,USA.16_1
USA.16.51_1,2,Jefferson,USA.16_1
USA.16.52_1,2,Johnson,USA.16_1
USA.16.53_1,2,Jones,USA.16_1
USA.16.54_1,2,Keokuk,USA.16_1
USA.16.55_1,2,Kossuth,USA.16_1
USA.16.56_1,2,Lee,USA.16_1
USA.16.57_1,2,Linn,USA.16_1
USA.16.58_1,2,Louisa,USA.16_1
USA.16.59_1,2,Lucas,USA.16_1
USA.16.60_1,2,Lyon,USA.16_1
USA.16.61_1,2,Madison,USA.16_1
USA.16.62_1,2,Mahaska,USA.16_1
USA.16.63_1,2,Marion,USA.16_1
USA.16.64_1,2,Marshall,USA.16_1
USA.16.65_1,2,Mills,USA.16_1
USA.16.66_1,2,Mitchell,USA.16_1
USA.16.67_1,2,Monona,USA.16_1
USA.16.68_1,2,Monroe,USA.16_1
USA.16.69_1,2,Montgomery,USA.16_1
USA.16.70_1,2,Muscatine,USA.16_1
USA.16.71_1,2,O'Brien,USA.16_1
USA.16.72_1,2,Osceola,USA.16_1
USA.16.73_1,2,Page,USA.16_1
USA.16.74_1,2,Palo Alto,USA.16_1
USA.16.75_1,2,Plymouth,USA.16_1
USA.16.76_1,2,Pocahontas,USA.16_1
USA.16.77_1,2,Polk,USA.16_1
USA.16.78_1,2,Pottawattamie,USA.16_1
USA.16.79_1,2,Poweshiek,USA.16_1
USA.16.80_1,2,Ringgold,USA.16_1
USA.16.81_1,2,Sac,USA.16_1
USA.16.82_1,2,Scott,USA.16_1
USA.16.83_1,2,Shelby,USA.16_1
USA.16.84_1,2,Sioux,USA.16_1
USA.16.85_1,2,Story,USA.16_1
USA.16.86_1,2,Tama,USA.16_1
USA.16.87_1,2,Taylor,USA.16_1
USA.16.88_1,2,Union,USA.16_1
USA.16.89_1,2,Van Buren,USA.16_1
USA.16.90_1,2,Wapello,USA.16_1
USA.16.91_1,2,Warren,USA.16_1
USA.16.92_1,2,Washington,USA.16_1
USA.16.93_1,2,Wayne,USA.16_1
USA.16.94_1,2,Webster,USA.16_1
USA.16.95_1,2,Winnebago,USA.16_1
USA.16.96_1,2,Winneshiek,USA.16_1
USA.16.97_1,2,Woodbury,USA.16_1
USA.16.98_1,2,Worth,USA.16_1
USA.16.99_1,2,Wright,USA.16_1
USA.17.1_1,2,Allen,USA.17_1
USA.17.2_1,2,Anderson,USA.17_1
USA.17.3_1,2,Atchison,USA.17_1
USA.17.4_1,2,Barber,USA.17_1
USA.17.5_1,2,Barton,USA.17_1
USA.17.6_1,2,Bourbon,USA.17_1
USA.17.7_1,2,Brown,USA.17_1
USA.17.8_1,2,Butler,USA.17_1
USA.17.9_1,2,Chase,USA.17_1
USA.17.10_1,2,Chautauqua,USA.17_1
USA.17.11_1,2,Cherokee,USA.17_1
USA.17.12_1,2,Cheyenne,USA.17_1
USA.17.13_1,2,Clark,USA.17_1
USA.17.14_1,2,Clay,USA.17_1
USA.17.15_1,2,Cloud,USA.17_1
USA.17.16_1,2,Coffey,USA.17_1
USA.17.17_1,2,Comanche,USA.17_1
USA.17.18_1,2,Cowley,USA.17_1
USA.17.19_1,2,Crawford,USA.17_1
USA.17.20_1,2,Decatur,USA.17_1
USA.17.21_1,2,Dickinson,USA.17_1
USA.17.22_1,2,Doniphan,USA.17_1
USA.17.23_1,2,Douglas,USA.17_1
USA.17.24_1,2,Edwards,USA.17_1
USA.17.25_1,2,Elk,USA.17_1
USA.17.26_1,2,Ellis,USA.17_1
USA.17.27_1,2,Ellsworth,USA.17_1
USA.17.28_1,2,Finney,USA.17_1
USA.17.29_1,2,Ford,USA.17_1
USA.17.30_1,2,Franklin,USA.17_1
USA.17.31_1,2,Geary,USA.17_1
USA.17.32_1,2,Gove,USA.17_1
USA.17.33_1,2,Graham,USA.17_1
USA.17.34_1,2,Grant,USA.17_1
USA.17.35_1,2,Gray,USA.17_1
USA.17.36_1,2,Greeley,USA.17_1
USA.17.37_1,2,Greenwood,USA.17_1
USA.17.38_1,2,Hamilton,USA.17_1
USA.17.39_1,2,Harper,USA.17_1
USA.17.40_1,2,Harvey,USA.17_1
USA.17.41_1,2,Haskell,USA.17_1
USA.17.42_1,2,Hodgeman,USA.17_1
USA.17.43_1,2,Jackson,USA.17_1
USA.17.44_1,2,Jefferson,USA.17_1
USA.17.45_1,2,Jewell,USA.17_1
USA.17.46_1,2,Johnson,USA.17_1
USA.17.47_1,2,Kearny,USA.17_1
USA.17.48_1,2,Kingman,USA.17_1
USA.17.49_1,2,Kiowa,USA.17_1
USA.17.50_1,2,Labette,USA.17_1
USA.17.51_1,2,Lane,USA.17_1
USA.17.52_1,2,Leavenworth,USA.17_1
USA.17.53_1,2,Lincoln,USA.17_1
USA.17.54_1,2,Linn,USA.17_1
USA.17.55_1,2,Logan,USA.17_1
USA.17.56_1,2,Lyon,USA.17_1
USA.17.57_1,2,Marion,USA.17_1
USA.17.58_1,2,Marshall,USA.17_1
USA.17.59_1,2,McPherson,USA.17_1
USA.17.60_1,2,Meade,USA.17_1
USA.17.61_1,2,Miami,USA.17_1
USA.17.62_1,2,Mitchell,USA.17_1
USA.17.63_1,2,Montgomery,USA.17_1
USA.17.64_1,2,Morris,USA.17_1
USA.17.65_1,2,Morton,USA.17_1
USA.17.66_1,2,Nemaha,USA.17_1
USA.17.67_1,2,Neosho,USA.17_1
USA.17.68_1,2,Ness,USA.17_1
USA.17.69_1,2,Norton,USA.17_1
USA.17.70_1,2,Osage,USA.17_1
USA.17.71_1,2,Osborne,USA.17_1
USA.17.72_1,2,Ottawa,USA.17_1
USA.17.73_1,2,Pawnee,USA.17_1
USA.17.74_1,2,Phillips,USA.17_1
USA.17.75_1,2,Pottawatomie,USA.17_1
USA.17.76_1,2,Pratt,USA.17_1
USA.17.77_1,2,Rawlins,USA.17_1
USA.17.78_1,2,Reno,USA.17_1
USA.17.79_1,2,Republic,USA.17_1
USA.17.80_1,2,Rice,USA.17_1
USA.17.81_1,2,Riley,USA.17_1
USA.17.82_1,2,Rooks,USA.17_1
USA.17.83_1,2,Rush,USA.17_1
USA.17.84_1,2,Russell,USA.17_1
USA.17.85_1,2,Saline,USA.17_1
USA.17.86_1,2,Scott,USA.17_1
USA.17.87_1,2,Sedgwick,USA.17_1
USA.17.88_1,2,Seward,USA.17_1
USA.17.89_1,2,Shawnee,USA.17_1
USA.17.90_1,2,Sheridan,USA.17_1
USA.17.91_1,2,Sherman,USA.17_1
USA.17.92_1,2,Smith,USA.17_1
USA.17.93_1,2,Stafford,USA.17_1
USA.17.94_1,2,Stanton,USA.17_1
USA.17.95_1,2,Stevens,USA.17_1
USA.17.96_1,2,Sumner,USA.17_1
USA.17.97_1,2,Thomas,USA.17_1
USA.17.98_1,2,Trego,USA.17_1
USA.17.99_1,2,Wabaunsee,USA.17_1
USA.17.100_1,2,Wallace,USA.17_1
USA.17.101_1,2,Washington,USA.17_1
USA.17.102_1,2,Wichita,USA.17_1
USA.17.103_1,2,Wilson,USA.17_1
USA.17.104_1,2,Woodson,USA.17_1
USA.17.105_1,2,Wyandotte,USA.17_1
USA.18.1_1,2,Adair,USA.18_1
USA.18.2_1,2,Allen,USA.18_1
USA.18.3_1,2,Anderson,USA.18_1
USA.18.4_1,2,Ballard,USA.18_1
USA.18.5_1,2,Barren,USA.18_1
USA.18.6_1,2,Bath,USA.18_1
USA.18.7_1,2,Bell,USA.18_1
USA.18.8_1,2,Boone,USA.18_1
USA.18.9_1,2,Bourbon,USA.18_1
USA.18.10_1,2,Boyd,USA.18_1
USA.18.11_1,2,Boyle,USA.18_1
USA.18.12_1,2,Bracken,USA.18_1
USA.18.13_1,2,Breathitt,USA.18_1
USA.18.14_1,2,Breckinridge,USA.18_1
USA.18.15_1,2,Bullitt,USA.18_1
USA.18.16_1,2,Butler,USA.18_1
USA.18.17_1,2,Caldwell,USA.18_1
USA.18.18_1,2,Calloway,USA.18_1
USA.18.19_1,2,Campbell,USA.18_1
USA.18.20_1,2,Carlisle,USA.18_1
USA.18.21_1,2,Carroll,USA.18_1
USA.18.22_1,2,Carter,USA.18_1
USA.18.23_1,2,Casey,USA.18_1
USA.18.24_1,2,Christian,USA.18_1
USA.18.25_1,2,Clark,USA.18_1
USA.18.26_1,2,Clay,USA.18_1
USA.18.27_1,2,Clinton,USA.18_1
USA.18.28_1,2,Crittenden,USA.18_1
USA.18.29_1,2,Cumberland,USA.18_1
USA.18.30_1,2,Daviess,USA.18_1
USA.18.31_1,2,Edmonson,USA.18_1
USA.18.32_1,2,Elliott,USA.18_1
USA.18.33_1,2,Estill,USA.18_1
USA.18.34_1,2,Fayette,USA.18_1
USA.18.35_1,2,Fleming,USA.18_1
USA.18.36_1,2,Floyd,USA.18_1
USA.18.37_1,2,Franklin,USA.18_1
USA.18.38_1,2,Fulton,USA.18_1
USA.18.39_1,2,Gallatin,USA.18_1
USA.18.40_1,2,Garrard,USA.18_1
USA.18.41_1,2,Grant,USA.18_1
USA.18.42_1,2,Graves,USA.18_1
USA.18.43_1,2,Grayson,USA.18_1
USA.18.44_1,2,Green,USA.18_1
USA.18.45_1,2,Greenup,USA.18_1
USA.18.46_1,2,Hancock,USA.18_1
USA.18.47_1,2,Hardin,USA.18_1
USA.18.48_1,2,Harlan,USA.18_1
USA.18.49_1,2,Harrison,USA.18_1
USA.18.50_1,2,Hart,USA.18_1
USA.18.51_1,2,Henderson,USA.18_1
USA.18.52_1,2,Henry,USA.18_1
